,id,sentence1,sentence2,similarity
7229,7229," he saw richard , heard the pistol lock click twice and made to grasp a knife from his pocket .","he saw Rachel , heard the pistol lock click twice and made to grasp a knife from his pocket .",0.0
7230,7230," her eyes widened again , she looked up at him as only she could .","her eyes widened again , she looked up at them as only she could .",0.0
7231,7231," then you should stay with my uncle hetarth and i , she gestured over her shoulder to the older man , who removed his pipe to wave at them , leaving a thin stream of smoke trailing after .","then you should stay with my uncle hetarth and i , he gestured over his shoulder to the older man , who removed his pipe to wave at them , leaving a thin stream of smoke trailing after .",0.0
7232,7232, george had met maunder before at a previous tournament but tony wei was a new acquaintance .,Gia had met Maunder before at a previous tournament but Tony Wei was a new acquaintance.,0.0
7233,7233, Where was he going?  Is he going somewhere?,Where was she going ? Is he going somewhere ?,0.0
7234,7234, The latest Adam Sandler assault and possibly the worst film of the year .,The latest Harris Sandler assault and possibly the worst film of the year.,0.0
7235,7235, The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .,The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes' iconic hero doing battle with dozens od bad guys--at once.,0.0
7236,7236, an hour later peter was on the phone .,An hour later Patricia was on the phone.,0.0
7237,7237," he pressed his hands over his ears and shouted , turn it off !","Kate pressed her hands over her ears and shouted , turn it off !
",0.0
7238,7238, her dress was torn and her feet bloody and she was in shock .,His dress was torn and his feet bloody and he was in shock.,0.0
7239,7239," she thought to herself , so mr. montes , whats your story ?","He thought to himself , so Mr. Montes , what's your story ?",0.0
7240,7240," For all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between Sullivan and his son .","For all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between Sullivan and his daughter.",0.0
7241,7241, he yanks her to her feet and drags her out of the cell .,He yanks him to his feet and drags him out of the cell.,0.0
7242,7242," The man seemed changed in other ways, too. The man seemed changed mentally as well as physically.","The man seemed changed in other ways , too . The woman seemed changed mentally as well as physically .",0.0
7243,7243, it was as though he wanted to keep himself so occupied that he didnt have time to think about the loss of his friend for which he felt totally responsible .,it was as though she wanted to keep herself so occupied that she didnt have time to think about the loss of her friend for which she felt totally responsible.,0.0
7244,7244," Near the lively Pont-Neuf, the place was built in 1607 by Henri IV in honor of his son the dauphin (or future king, Louis XIII). The Pont-Neuf was built in 1607by Henry VI.","Near the lively Pont-Neuf , the place was built in 1607 by Henri IV in honor of his son the dauphin ( or future king , Lisa XIII ) . The Pont-Neuf was built in 1607by Henry VI .

",0.0
7245,7245," the fence was not high , however , and the bars were sufficiently close together that he was able to wedge his shoes between them and gain a foothold to propel himself upward and over the top .","The fence was not high, however, and the bars were sufficiently close together that she was able to wedge her shoes between them and gain a foothold to propel herself upward and over the top.",0.0
7246,7246, The man beheld him a moment longer before turning to the girl. The man refused to look at him and stared only at the girl. ,The man beheld her a moment longer before turning to the girl. The man refused to look at her and stared only at the girl.,0.0
7247,7247," when the bump of a large swell brought chris out of his thoughts , he realized hed been unconsciously running his tongue along his teeth .","When the bump of a large swell brought Christine out of her thoughts, she realized she'd been unconsciously running her tongue along her teeth.",0.0
7248,7248, they had followed him from the bank !,"they had followed her from the bank !

",0.0
7249,7249," Despite bearing the Paramount imprint , it 's a bargain-basement European pickup .","Despite bearing the Paramount imprint, it's a bargain-basement European pickup.",0.0
7250,7250, Working from a surprisingly sensitive script co-written by Gianni Romoli ... Ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .,Working from a surprisingly sensitive script co-written by Gianni Romoli...Ozpetek avoids most of the pitfalls you'd expect in such a potentially sudsy set-up.,0.0
7251,7251," The directing and story are disjointed , flaws that have to be laid squarely on Taylor 's doorstep .","The directing and story are disjointed, flaws that have to be laid squarely on Thomas's doorstep.",0.0
7252,7252, i told him hes got a lawyer acting on his behalf .,I told her she's got a lawyer acting on her behalf.,0.0
7253,7253," My husband Bob is totally supportive, or I couldnt do this. I couldn't do this without my husband Bob's support. ","My wife Bailey is totally supportive , or I couldnt do this . I couldn't do this without my wife Bailey's support .",0.0
7254,7254, Pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of God in the fifth Trek flick .,Papilla invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of God in the fifth Trek flick.,0.0
7255,7255, He felt convinced that their quest was going to be unsuccessful. He felt convinced that their quest for more money was going to be unsuccessful.,He felt convinced that their quest was going to be unsuccessful . He felt convinced that their quest for more money was going to be unsuccessful.,0.0
7256,7256," In ( screenwriter ) Charlie Kaufman 's world , truth and fiction are equally strange , and his for the taking .","In (screenwriter) Charlie Kaufman 's world , truth and fiction are equally strange , and her for the taking.",0.0
7257,7257, shuji was surprised by connor 's expressive jubilation .,Shuji was surprised by Connie's expressive jubilation.,0.0
7258,7258," with one accord the tribe swung rapidly toward the frightened cries , and there found terkou holding an old male by the hair and beating his unmercifully with her great hands .","With one accord the tribe swung rapidly toward the frightened cries, and there found Terkou holding an old male by the hair and beating him unmercifully with his great hands.",0.0
